State,County,LACCESS_SENIORS10,FID
Washington,Kittitas,927.9860635,2932
Washington,Klickitat,861.4242839,2935
Washington,Lewis,2493.850127,2940
Washington,Lincoln,1643.312229,2942
Washington,Mason,650.7097851,2946
Washington,Okanogan,1189.392576,2947
Washington,Pacific,1487.786809,2949
Washington,Pend Oreille,770.653318,2951
Washington,Pierce,28444.32778,2956
Washington,San Juan,13.99999976,2957
Washington,Skagit,5483.227913,2958
Washington,Skamania,65.09720579,2959
Washington,Snohomish,16065.11512,2960
Washington,Spokane,9748.446701,2961
Washington,Stevens,2208.410571,2963
Washington,Thurston,9307.268118,2967
Washington,Wahkiakum,752.0660168,2969
Washington,Walla Walla,1951.855152,2970
Washington,Whatcom,7695.647571,2972
Washington,Whitman,1313.73994,2973
Washington,Yakima,3800.976694,2974
West Virginia,Barbour,25.28961212,2975
West Virginia,Berkeley,2802.053513,2976
West Virginia,Boone,139.4511541,2977
West Virginia,Braxton,515.5221015,2978
West Virginia,Brooke,1095.202646,2979
West Virginia,Cabell,2340.873374,2980
West Virginia,Calhoun,306.4644287,2981
West Virginia,Clay,230.3952084,3000
West Virginia,Doddridge,25.12680744,3002
West Virginia,Fayette,1006.595051,3006
West Virginia,Gilmer,65.73796519,3008
West Virginia,Grant,405.8397603,3011
West Virginia,Greenbrier,696.864857,3013
West Virginia,Hampshire,944.6566046,3016
West Virginia,Hancock,1503.744455,3017
West Virginia,Hardy,931.1635687,3019
West Virginia,Harrison,2010.584539,3021
West Virginia,Jackson,628.6949771,3023
West Virginia,Jefferson,296.9973732,3026
West Virginia,Kanawha,7393.882471,3027
West Virginia,Lewis,96.74160365,3029
West Virginia,Lincoln,0,3031
West Virginia,Logan,335.3532542,3034
West Virginia,McDowell,149.8554354,3037
West Virginia,Marion,1386.629529,3039
West Virginia,Marshall,1645.5905,3041
West Virginia,Mason,1171.920008,3042
West Virginia,Mercer,2165.967567,3044
West Virginia,Mineral,580.7751751,3046
West Virginia,Mingo,50.63127431,3048
West Virginia,Monongalia,2321.650603,3050
West Virginia,Monroe,183.7029151,3052
West Virginia,Morgan,299.5877621,3054
West Virginia,Nicholas,185.4287636,3057
West Virginia,Ohio,2645.00902,3059
West Virginia,Pendleton,516.2949002,3061
West Virginia,Pleasants,2.627756029,3064
West Virginia,Pocahontas,771.7262693,3066
West Virginia,Preston,798.6776978,3068
West Virginia,Putnam,1793.295342,3070
West Virginia,Raleigh,4213.554904,3073
West Virginia,Randolph,540.3435139,3075
West Virginia,Ritchie,85.74893728,3077
West Virginia,Roane,519.4015119,3079
West Virginia,Summers,342.2845021,3080
West Virginia,Taylor,93.77690891,3082
West Virginia,Tucker,15.28512745,3084
West Virginia,Tyler,162.1748396,3085
West Virginia,Upshur,196.0504437,3087
West Virginia,Wayne,927.3025768,3089
West Virginia,Webster,57.4598898,3091
West Virginia,Wetzel,1413.092896,3093
West Virginia,Wirt,8.064414491,3095
West Virginia,Wood,2910.372298,3097
West Virginia,Wyoming,143.365297,3099
Wisconsin,Adams,825.3702397,3101
Wisconsin,Ashland,972.1403127,3104
Wisconsin,Barron,860.4990174,3106
Wisconsin,Bayfield,1005.330619,3108
Wisconsin,Brown,6979.973039,3111
Wisconsin,Buffalo,653.5402648,3113
Wisconsin,Burnett,545.1433818,3115
Wisconsin,Calumet,690.1392476,3116
Wisconsin,Chippewa,1583.923305,3117
Wisconsin,Clark,576.2405305,3119
Wisconsin,Columbia,546.5896627,3120
Wisconsin,Crawford,1173.116853,3122
Wisconsin,Dane,12017.59801,3124
Wisconsin,Dodge,794.2480044,3126
Wisconsin,Door,778.969709,3131
Wisconsin,Douglas,1704.803988,3134
Wisconsin,Dunn,1020.036367,3135
Wisconsin,Eau Claire,3300.739828,3137
Wisconsin,Florence,454.6458774,3138
Wisconsin,Fond du Lac,1884.674529,3140
Wisconsin,Forest,814.6411735,3141
Wisconsin,Grant,1168.866535,3143
Wisconsin,Green,1015.099276,3145
Wisconsin,Green Lake,236.0486213,3147
Wisconsin,Iowa,429.1343374,3148
Wisconsin,Iron,256.548087,3151
Wisconsin,Jackson,1205.430551,3153
Wisconsin,Jefferson,1118.528804,3154
Wisconsin,Juneau,754.4372408,3156
Wisconsin,Kenosha,4667.481162,3158
Wisconsin,Kewaunee,14.41210348,3160
Wisconsin,La Crosse,3098.959804,3161
Wisconsin,Lafayette,426.4048715,3163
Wisconsin,Langlade,1628.710128,3165
Wisconsin,Lincoln,832.45688,3166
Wisconsin,Manitowoc,2188.108427,3169
Wisconsin,Marathon,3786.201075,3170
Wisconsin,Marinette,1771.953047,3172
Wisconsin,Marquette,40.64332095,3174
Wisconsin,Menominee,123.8365575,3175
Wisconsin,Milwaukee,17600.31982,3177
Wisconsin,Monroe,838.0145549,3179
Wisconsin,Oconto,900.705294,3181
Wisconsin,Oneida,1147.76269,3183
Wisconsin,Outagamie,2572.807206,3185
Wisconsin,Ozaukee,4102.87894,3186
Wisconsin,Pepin,0,3188
Wisconsin,Pierce,821.704772,3189
Wisconsin,Polk,161.1777239,3191
Wisconsin,Portage,2511.560982,3192
Wisconsin,Price,315.9845075,3194
Wisconsin,Racine,6958.387479,3195
Wisconsin,Richland,643.8526149,3196
Wisconsin,Rock,7018.074843,3198
Wisconsin,Rusk,625.5592742,3199
Wisconsin,St. Croix,1003.527574,3200
Wisconsin,Sauk,559.2654637,3202
Wisconsin,Sawyer,1168.302714,3203
Wisconsin,Shawano,1119.372703,3205
Wisconsin,Sheboygan,1914.310654,3207
Wisconsin,Taylor,863.2790995,3208
Wisconsin,Trempealeau,103.5709235,3210
Wisconsin,Vernon,919.8250865,3213
Wisconsin,Vilas,860.7827968,3001
Wisconsin,Walworth,3858.71584,3003
Wisconsin,Washburn,748.5596993,3004
Wisconsin,Washington,2502.445425,3005
Wisconsin,Waukesha,21844.25348,3007
Wisconsin,Waupaca,1941.566393,3009
Wisconsin,Waushara,65.11917822,3010
Wisconsin,Winnebago,6242.217547,3012
Wisconsin,Wood,3003.747001,3014
Wyoming,Albany,1347.2285,3015
Wyoming,Big Horn,365.0025896,3018
Wyoming,Campbell,585.0914389,3020
Wyoming,Carbon,1186.247447,3022
Wyoming,Converse,193.6915636,3024
Wyoming,Crook,709.4607931,3025
Wyoming,Fremont,888.4387222,3028
Wyoming,Goshen,743.9050892,3030
Wyoming,Hot Springs,43.21798982,3032
Wyoming,Johnson,275.8137815,3033
Wyoming,Laramie,2306.901443,3035
Wyoming,Lincoln,282.6042839,3036
Wyoming,Natrona,4084.784898,3038
Wyoming,Niobrara,146.4300229,3040
Wyoming,Park,1109.586581,3043
Wyoming,Platte,387.0578339,3045
Wyoming,Sheridan,1924.728713,3047
Wyoming,Sublette,259.9473174,3049
Wyoming,Sweetwater,1240.913685,3051
Wyoming,Teton,657.1685579,3053
Wyoming,Uinta,360.5454165,3055
Wyoming,Washakie,219.4900148,3056
Wyoming,Weston,214.4103198,3058
