State,County,# of Ranked Counties,Mortality Rank,Morbidity Rank,Health Behaviors Rank,Clinical Care Rank,Social & Economic Factors Rank,Physical Environment Rank,FID
Wisconsin,Burnett,72,55,55,30,66,64,2,3115
Wisconsin,Calumet,72,4,18,23,19,7,54,3116
Wisconsin,Chippewa,72,39,20,48,35,35,5,3117
Wisconsin,Clark,72,54,28,46,63,41,18,3119
Wisconsin,Columbia,72,25,23,22,36,19,49,3120
Wisconsin,Crawford,72,37,57,19,22,44,32,3122
Wisconsin,Dane,72,6,31,2,5,4,61,3124
Wisconsin,Dodge,72,32,41,47,25,26,63,3126
Wisconsin,Door,72,13,25,6,44,14,59,3131
Wisconsin,Douglas,72,62,42,49,43,50,44,3134
Wisconsin,Dunn,72,16,16,24,45,10,41,3135
Wisconsin,Eau Claire,72,10,21,9,6,12,1,3137
Wisconsin,Florence,72,40,19,38,47,53,65,3138
Wisconsin,Fond du Lac,72,34,56,42,8,31,67,3140
Wisconsin,Forest,72,64,62,52,69,70,57,3141
Wisconsin,Grant,72,46,3,45,57,27,52,3143
Wisconsin,Green,72,30,27,5,23,21,17,3145
Wisconsin,Green Lake,72,35,44,43,29,37,27,3147
Wisconsin,Iowa,72,31,7,36,60,9,40,3148
Wisconsin,Iron,72,42,10,3,70,68,58,3151
Wisconsin,Jackson,72,71,67,41,34,51,21,3153
Wisconsin,Jefferson,72,24,34,44,24,18,26,3154
Wisconsin,Juneau,72,53,46,62,58,63,8,3156
Wisconsin,Kenosha,72,56,64,59,53,42,71,3158
Wisconsin,Kewaunee,72,29,4,40,28,15,13,3160
Wisconsin,La Crosse,72,14,39,21,1,13,3,3161
Wisconsin,Lafayette,72,52,6,57,71,16,16,3163
Wisconsin,Langlade,72,38,70,58,17,55,33,3165
Wisconsin,Lincoln,72,28,47,61,30,40,20,3166
Wisconsin,Manitowoc,72,19,40,60,31,29,70,3169
Wisconsin,Marathon,72,15,33,18,11,20,9,3170
Wisconsin,Marinette,72,66,51,69,33,57,22,3172
Wisconsin,Marquette,72,70,69,70,64,59,28,3174
Wisconsin,Menominee,72,72,65,71,48,72,53,3175
Wisconsin,Milwaukee,72,68,72,72,18,71,72,3177
Wisconsin,Monroe,72,48,45,66,32,45,25,3179
Wisconsin,Oconto,72,27,43,56,52,58,34,3181
Wisconsin,Oneida,72,50,59,54,15,47,51,3183
Wisconsin,Outagamie,72,9,22,20,7,8,47,3185
Wisconsin,Ozaukee,72,1,12,1,2,1,60,3186
Wisconsin,Pepin,72,21,54,32,72,36,48,3188
Wisconsin,Pierce,72,8,15,14,61,5,43,3189
Wisconsin,Polk,72,22,30,11,50,33,14,3191
Wisconsin,Portage,72,7,8,27,16,11,15,3192
Wisconsin,Price,72,60,61,29,46,43,4,3194
Wisconsin,Racine,72,61,63,63,26,61,62,3195
Wisconsin,Richland,72,20,32,16,49,38,29,3196
Wisconsin,Rock,72,49,66,65,14,62,42,3198
Wisconsin,Rusk,72,59,17,26,27,66,10,3199
Wisconsin,St. Croix,72,3,11,15,55,3,38,3200
Wisconsin,Sauk,72,41,36,51,21,30,30,3202
Wisconsin,Sawyer,72,69,24,67,59,67,39,3203
Wisconsin,Shawano,72,18,26,39,41,54,36,3205
Wisconsin,Sheboygan,72,36,5,37,10,17,68,3207
Wisconsin,Taylor,72,26,2,25,39,48,11,3208
Wisconsin,Trempealeau,72,57,49,55,56,24,7,3210
Wisconsin,Vernon,72,43,1,53,38,39,23,3213
Wisconsin,Vilas,72,58,29,10,54,49,24,3001
Wisconsin,Walworth,72,33,52,12,51,25,55,3003
Wisconsin,Washburn,72,67,68,34,42,56,12,3004
Wisconsin,Washington,72,5,9,7,12,6,56,3005
Wisconsin,Waukesha,72,2,14,4,4,2,69,3007
Wisconsin,Waupaca,72,51,58,50,37,32,37,3009
Wisconsin,Waushara,72,45,37,28,65,52,6,3010
Wisconsin,Winnebago,72,23,50,8,9,23,45,3012
Wisconsin,Wood,72,12,35,31,3,22,31,3014
Wyoming,Albany,23,5,14,2,17,4,15,3015
Wyoming,Big Horn,23,9,10,11,21,18,14,3018
Wyoming,Campbell,23,6,12,21,18,3,2,3020
Wyoming,Carbon,23,19,21,22,23,20,17,3022
Wyoming,Converse,23,2,6,16,8,6,5,3024
Wyoming,Crook,23,7,2,12,19,5,10,3025
Wyoming,Fremont,23,23,20,20,6,23,18,3028
Wyoming,Goshen,23,8,16,9,11,22,12,3030
Wyoming,Hot Springs,23,22,17,13,4,13,6,3032
Wyoming,Johnson,23,20,5,5,5,11,13,3033
Wyoming,Laramie,23,14,15,15,1,16,7,3035
Wyoming,Lincoln,23,3,7,3,15,7,16,3036
Wyoming,Natrona,23,16,11,19,2,15,8,3038
Wyoming,Niobrara,23,13,3,14,22,19,3,3040
Wyoming,Park,23,10,8,4,3,14,20,3043
Wyoming,Platte,23,15,9,7,13,21,19,3045
Wyoming,Sheridan,23,12,18,8,20,8,21,3047
Wyoming,Sublette,23,4,13,10,16,2,23,3049
Wyoming,Sweetwater,23,21,22,23,14,12,11,3051
Wyoming,Teton,23,1,1,1,9,1,22,3053
Wyoming,Uinta,23,18,23,18,7,9,9,3055
Wyoming,Washakie,23,11,4,6,10,17,4,3056
Wyoming,Weston,23,17,19,17,12,10,1,3058
